amp_neuron,input_nbr,tau_in,tau_out,alpha_p,alpha_n,beta_p,beta_n,tau_pre,tau_post,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,gain_in,gain_out,accuracy,accuracy_2,bias_out,seed
0.1,60000.0,0.03,0.03,0.7,0.01,1.4,1.0,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,21.19,20.4,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.01,1.4,0.8,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,25.900000000000002,25.77,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.01,1.4,1.2,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,9.74,11.35,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.01,0.8,1.0,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,12.26,13.3,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.01,0.8,0.8,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,22.98,23.21,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.01,0.8,1.2,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.41,24.63,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.01,1.2,1.0,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,20.560000000000002,19.87,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.01,1.2,0.8,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,23.43,24.16,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.01,1.2,1.2,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,20.5,20.27,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,1.4,1.0,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,25.11,25.88,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,1.4,0.8,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.58,25.37,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,1.4,1.2,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,27.339999999999996,27.66,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,0.8,1.0,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,20.84,23.46,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,0.8,0.8,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,22.68,23.07,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,0.8,1.2,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.099999999999998,25.31,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,1.2,1.0,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,13.889999999999999,13.85,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,1.2,0.8,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.07,24.46,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.005,1.2,1.2,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,25.569999999999997,26.02,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.02,1.4,1.0,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,9.8,0.0,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.02,1.4,0.8,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,9.8,0.0,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.02,1.4,1.2,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,9.8,0.0,0.0,100.0
0.1,60000.0,0.03,0.03,0.7,0.02,0.8,1.0,0.1,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,9.8,0.0,0.0,100.0
