vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.03,0.12,0.0001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,30.34,31.2,50.0
0.0,0.05,0.5,60000.0,0.03,0.12,0.001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,49.8,49.71,50.0
0.0,0.05,0.5,60000.0,0.03,0.12,0.01,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,59.440000000000005,59.57,50.0
0.0,0.05,0.5,60000.0,0.03,0.06,0.0001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,33.52,33.73,50.0
0.0,0.05,0.5,60000.0,0.03,0.06,0.001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,53.459999999999994,53.65,50.0
0.0,0.05,0.5,60000.0,0.03,0.06,0.01,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,53.71,53.75,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,35.8,34.84,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,60.22,60.32,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.01,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,55.779999999999994,55.82,50.0
0.0,0.1,0.5,60000.0,0.03,0.12,0.0001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,38.76,39.92,50.0
0.0,0.1,0.5,60000.0,0.03,0.12,0.001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,56.3,56.36,50.0
0.0,0.1,0.5,60000.0,0.03,0.12,0.01,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,46.339999999999996,46.36,50.0
0.0,0.1,0.5,60000.0,0.03,0.06,0.0001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,45.75,45.98,50.0
0.0,0.1,0.5,60000.0,0.03,0.06,0.001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,53.11,53.17,50.0
0.0,0.1,0.5,60000.0,0.03,0.06,0.01,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,49.62,49.6,50.0
0.0,0.1,0.5,60000.0,0.03,0.03,0.0001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,48.38,48.54,50.0
0.0,0.1,0.5,60000.0,0.03,0.03,0.001,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,51.349999999999994,51.45,50.0
0.0,0.1,0.5,60000.0,0.03,0.03,0.01,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,49.01,48.39,50.0
